Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Month,Week day,Week,Time,Payment,cogs,gross margin percentage,gross income,Rating
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.98,209.62,2-Jan-2019-Wed,Jan,Wed,1,0.75625,Credit card,199.64,4.76,9.98,6.7
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.11,359.21,2-Jan-2019-Wed,Jan,Wed,1,0.541666667,Cash,342.1,4.76,17.11,5.1
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.27,383.76,2-Jan-2019-Wed,Jan,Wed,1,0.569444444,Cash,365.49,4.76,18.27,7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.6,138.66,2-Jan-2019-Wed,Jan,Wed,1,0.784722222,Cash,132.06,4.76,6.6,7.6
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.5,262.46,2-Jan-2019-Wed,Jan,Wed,1,0.641666667,Ewallet,249.96,4.76,12.5,5.6
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.67,266.03,2-Jan-2019-Wed,Jan,Wed,1,0.679861111,Credit card,253.36,4.76,12.67,5.6
670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.39,281.17,2-Jan-2019-Wed,Jan,Wed,1,0.838888889,Credit card,267.78,4.76,13.39,5.1
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,17.5,367.55,3-Jan-2019-Thu,Jan,Thu,1,0.483333333,Ewallet,350.05,4.76,17.5,5.5
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.36,217.63,3-Jan-2019-Thu,Jan,Thu,1,0.501388889,Ewallet,207.27,4.76,10.36,7.9
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.11,44.35,3-Jan-2019-Thu,Jan,Thu,1,0.803472222,Cash,42.24,4.76,2.11,9.7
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.77,352.22,3-Jan-2019-Thu,Jan,Thu,1,0.699305556,Credit card,335.45,4.76,16.77,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.79,79.67,3-Jan-2019-Thu,Jan,Thu,1,0.4375,Credit card,75.88,4.76,3.79,7.1
875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.67,98.05,3-Jan-2019-Thu,Jan,Thu,1,0.546527778,Cash,93.38,4.76,4.67,9.6
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.95,397.85,3-Jan-2019-Thu,Jan,Thu,1,0.85,Ewallet,378.9,4.76,18.95,9.8
552-44-5977,B,Mandalay,Member,Male,Health and beauty,62,8,24.8,520.8,3-Jan-2019-Thu,Jan,Thu,1,0.797222222,Credit card,496,4.76,24.8,6.2
279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.61,75.78,4-Jan-2019-Fri,Jan,Fri,1,0.819444444,Cash,72.17,4.76,3.61,6.1
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.99,629.84,4-Jan-2019-Fri,Jan,Fri,1,0.763194444,Credit card,599.85,4.76,29.99,9.7
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.96,146.22,4-Jan-2019-Fri,Jan,Fri,1,0.558333333,Credit card,139.26,4.76,6.96,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,4-Jan-2019-Fri,Jan,Fri,1,0.565277778,Ewallet,355.4,4.76,17.77,7
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.74,288.58,4-Jan-2019-Fri,Jan,Fri,1,0.792361111,Cash,274.84,4.76,13.74,4.1
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.24,110.09,4-Jan-2019-Fri,Jan,Fri,1,0.55625,Cash,104.85,4.76,5.24,7.8
750-67-8428,A,Yangon,Member,Female,Health and beauty,74.69,7,26.14,548.97,5-Jan-2019-Sat,Jan,Sat,1,0.547222222,Ewallet,522.83,4.76,26.14,9.1
628-34-3388,C,Naypyitaw,Normal,Male,Fashion accessories,27.38,6,8.21,172.49,5-Jan-2019-Sat,Jan,Sat,1,0.870833333,Credit card,164.28,4.76,8.21,7.9
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,5-Jan-2019-Sat,Jan,Sat,1,0.475694444,Cash,250.6,4.76,12.53,4.2
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.15,297.11,5-Jan-2019-Sat,Jan,Sat,1,0.670138889,Credit card,282.96,4.76,14.15,4.4
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.92,334.34,5-Jan-2019-Sat,Jan,Sat,1,0.826388889,Credit card,318.42,4.76,15.92,9.6
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.6,33.5,5-Jan-2019-Sat,Jan,Sat,1,0.527777778,Ewallet,31.9,4.76,1.6,9.1
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.73,225.28,5-Jan-2019-Sat,Jan,Sat,1,0.728472222,Ewallet,214.55,4.76,10.73,6.1
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.7,77.66,5-Jan-2019-Sat,Jan,Sat,1,0.480555556,Credit card,73.96,4.76,3.7,5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,5-Jan-2019-Sat,Jan,Sat,1,0.861111111,Credit card,71.2,4.76,3.56,9.2
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.41,239.59,5-Jan-2019-Sat,Jan,Sat,1,0.854166667,Credit card,228.18,4.76,11.41,9.8
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.61,579.84,5-Jan-2019-Sat,Jan,Sat,1,0.825,Ewallet,552.23,4.76,27.61,7.5
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.86,690.02,5-Jan-2019-Sat,Jan,Sat,1,0.49375,Credit card,657.16,4.76,32.86,7.3
393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.48,10,44.74,939.54,6-Jan-2019-Sun,Jan,Sun,2,0.531944444,Credit card,894.8,4.76,44.74,9.6
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,6-Jan-2019-Sun,Jan,Sun,2,0.474305556,Cash,471.2,4.76,23.56,8.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.77,16.11,6-Jan-2019-Sun,Jan,Sun,2,0.464583333,Cash,15.34,4.76,0.77,6.5
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.34,343.06,6-Jan-2019-Sun,Jan,Sun,2,0.508333333,Cash,326.72,4.76,16.34,9.1
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.24,214.94,6-Jan-2019-Sun,Jan,Sun,2,0.581944444,Ewallet,204.7,4.76,10.24,9.9
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.44,261.2,6-Jan-2019-Sun,Jan,Sun,2,0.823611111,Ewallet,248.76,4.76,12.44,4.3
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.21,760.44,6-Jan-2019-Sun,Jan,Sun,2,0.470833333,Cash,724.23,4.76,36.21,9.2
852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.92,271.28,6-Jan-2019-Sun,Jan,Sun,2,0.565972222,Ewallet,258.36,4.76,12.92,9.3
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.9,312.89,6-Jan-2019-Sun,Jan,Sun,2,0.49375,Cash,297.99,4.76,14.9,6.8
232-16-2483,C,Naypyitaw,Member,Female,Sports and travel,68.12,1,3.41,71.53,7-Jan-2019-Mon,Jan,Mon,2,0.519444444,Ewallet,68.12,4.76,3.41,6.8
109-28-2512,B,Mandalay,Member,Female,Fashion accessories,97.61,6,29.28,614.94,7-Jan-2019-Mon,Jan,Mon,2,0.625694444,Ewallet,585.66,4.76,29.28,9.9
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.54,326.42,7-Jan-2019-Mon,Jan,Mon,2,0.674305556,Credit card,310.88,4.76,15.54,8.8
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.69,203.55,7-Jan-2019-Mon,Jan,Mon,2,0.488888889,Credit card,193.86,4.76,9.69,8.8
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.79,352.58,7-Jan-2019-Mon,Jan,Mon,2,0.869444444,Cash,335.79,4.76,16.79,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,7-Jan-2019-Mon,Jan,Mon,2,0.733333333,Cash,218.2,4.76,10.91,7.1
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.83,374.39,7-Jan-2019-Mon,Jan,Mon,2,0.513888889,Credit card,356.56,4.76,17.83,7.8
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.43,575.98,7-Jan-2019-Mon,Jan,Mon,2,0.505555556,Credit card,548.55,4.76,27.43,6
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.08,85.74,7-Jan-2019-Mon,Jan,Mon,2,0.525694444,Cash,81.66,4.76,4.08,7.3
189-08-9157,C,Naypyitaw,Normal,Female,Fashion accessories,31.73,9,14.28,299.85,8-Jan-2019-Tue,Jan,Tue,2,0.678472222,Credit card,285.57,4.76,14.28,5.9
663-86-9076,C,Naypyitaw,Member,Female,Food and beverages,68.54,8,27.42,575.74,8-Jan-2019-Tue,Jan,Tue,2,0.664583333,Ewallet,548.32,4.76,27.42,8.5
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,8-Jan-2019-Tue,Jan,Tue,2,0.871527778,Cash,746,4.76,37.3,9.5
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.08,190.6,8-Jan-2019-Tue,Jan,Tue,2,0.575,Credit card,181.52,4.76,9.08,8.7
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.64,13.42,8-Jan-2019-Tue,Jan,Tue,2,0.590972222,Ewallet,12.78,4.76,0.64,9.5
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.29,194.99,8-Jan-2019-Tue,Jan,Tue,2,0.545138889,Ewallet,185.7,4.76,9.29,5
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.28,152.78,8-Jan-2019-Tue,Jan,Tue,2,0.534722222,Cash,145.5,4.76,7.28,6.7
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.16,381.39,8-Jan-2019-Tue,Jan,Tue,2,0.838888889,Cash,363.23,4.76,18.16,4.5
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,8-Jan-2019-Tue,Jan,Tue,2,0.540277778,Credit card,98.2,4.76,4.91,6.4
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,6.48,136.14,8-Jan-2019-Tue,Jan,Tue,2,0.499305556,Credit card,129.66,4.76,6.48,8
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.34,175.05,8-Jan-2019-Tue,Jan,Tue,2,0.4875,Credit card,166.71,4.76,8.34,5.9
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.62,684.92,8-Jan-2019-Tue,Jan,Tue,2,0.796527778,Credit card,652.3,4.76,32.62,5.2
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.05,210.97,8-Jan-2019-Tue,Jan,Tue,2,0.716666667,Cash,200.92,4.76,10.05,9
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.8,688.72,8-Jan-2019-Tue,Jan,Tue,2,0.818055556,Cash,655.92,4.76,32.8,4
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,1.28,26.8,8-Jan-2019-Tue,Jan,Tue,2,0.754166667,Ewallet,25.52,4.76,1.28,7.8
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.94,250.71,8-Jan-2019-Tue,Jan,Tue,2,0.604166667,Cash,238.77,4.76,11.94,6.6
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.65,76.58,8-Jan-2019-Tue,Jan,Tue,2,0.797916667,Credit card,72.93,4.76,3.65,4.3
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.61,348.71,8-Jan-2019-Tue,Jan,Tue,2,0.600694444,Ewallet,332.1,4.76,16.61,6
263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,49.04,9,22.07,463.43,9-Jan-2019-Wed,Jan,Wed,2,0.597222222,Credit card,441.36,4.76,22.07,8.6
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,9-Jan-2019-Wed,Jan,Wed,2,0.572916667,Cash,954.4,4.76,47.72,5.2
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.8,310.72,9-Jan-2019-Wed,Jan,Wed,2,0.573611111,Ewallet,295.92,4.76,14.8,7.1
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,9-Jan-2019-Wed,Jan,Wed,2,0.690277778,Cash,94.8,4.76,4.74,4.1
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.64,202.34,9-Jan-2019-Wed,Jan,Wed,2,0.565277778,Ewallet,192.7,4.76,9.64,5.6
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.29,68.99,9-Jan-2019-Wed,Jan,Wed,2,0.779861111,Ewallet,65.7,4.76,3.29,4.7
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,9-Jan-2019-Wed,Jan,Wed,2,0.504861111,Cash,158,4.76,7.9,7.8
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.73,708.32,9-Jan-2019-Wed,Jan,Wed,2,0.486111111,Cash,674.59,4.76,33.73,6
665-32-9167,A,Yangon,Member,Female,Health and beauty,36.26,2,3.63,76.15,10-Jan-2019-Thu,Jan,Thu,2,0.71875,Credit card,72.52,4.76,3.63,7.2
640-49-2076,B,Mandalay,Normal,Male,Sports and travel,83.78,8,33.51,703.75,10-Jan-2019-Thu,Jan,Thu,2,0.617361111,Cash,670.24,4.76,33.51,5.1
873-51-0671,A,Yangon,Member,Female,Sports and travel,21.98,7,7.69,161.55,10-Jan-2019-Thu,Jan,Thu,2,0.695833333,Ewallet,153.86,4.76,7.69,5.1
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.51,493.79,10-Jan-2019-Thu,Jan,Thu,2,0.594444444,Ewallet,470.28,4.76,23.51,5.8
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.7,392.65,10-Jan-2019-Thu,Jan,Thu,2,0.481944444,Cash,373.95,4.76,18.7,4.9
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.95,586.97,10-Jan-2019-Thu,Jan,Thu,2,0.439583333,Credit card,559.02,4.76,27.95,5.5
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.1,611.08,10-Jan-2019-Thu,Jan,Thu,2,0.438194444,Credit card,581.98,4.76,29.1,6.6
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.76,57.88,10-Jan-2019-Thu,Jan,Thu,2,0.465277778,Ewallet,55.12,4.76,2.76,9
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.72,477.13,10-Jan-2019-Thu,Jan,Thu,2,0.719444444,Cash,454.41,4.76,22.72,5.4
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.72,183.04,11-Jan-2019-Fri,Jan,Fri,2,0.603472222,Credit card,174.32,4.76,8.72,9.7
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.48,94.17,11-Jan-2019-Fri,Jan,Fri,2,0.472222222,Ewallet,89.69,4.76,4.48,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.22,235.68,11-Jan-2019-Fri,Jan,Fri,2,0.700694444,Credit card,224.46,4.76,11.22,5.6
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.47,345.79,11-Jan-2019-Fri,Jan,Fri,2,0.442361111,Credit card,329.32,4.76,16.47,7.5
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.45,72.4,11-Jan-2019-Fri,Jan,Fri,2,0.796527778,Credit card,68.95,4.76,3.45,7.8
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,11-Jan-2019-Fri,Jan,Fri,2,0.58125,Ewallet,291,4.76,14.55,9.4
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.87,270.26,11-Jan-2019-Fri,Jan,Fri,2,0.840277778,Cash,257.39,4.76,12.87,7.4
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.96,608.08,11-Jan-2019-Fri,Jan,Fri,2,0.494444444,Cash,579.12,4.76,28.96,4.5
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,9,189.09,12-Jan-2019-Sat,Jan,Sat,2,0.658333333,Credit card,180.09,4.76,9,5.7
704-48-3927,A,Yangon,Member,Male,Electronic accessories,88.67,10,44.34,931.04,12-Jan-2019-Sat,Jan,Sat,2,0.618055556,Ewallet,886.7,4.76,44.34,7.3
659-36-1684,C,Naypyitaw,Member,Male,Sports and travel,57.12,7,19.99,419.83,12-Jan-2019-Sat,Jan,Sat,2,0.501388889,Credit card,399.84,4.76,19.99,6.5
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.72,120.16,12-Jan-2019-Sat,Jan,Sat,2,0.717361111,Ewallet,114.44,4.76,5.72,8.3
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.35,28.42,12-Jan-2019-Sat,Jan,Sat,2,0.838194444,Credit card,27.07,4.76,1.35,5.3
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,12-Jan-2019-Sat,Jan,Sat,2,0.682638889,Ewallet,294.2,4.76,14.71,8.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.63,874.13,12-Jan-2019-Sat,Jan,Sat,2,0.475694444,Credit card,832.5,4.76,41.63,4.4
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,12-Jan-2019-Sat,Jan,Sat,2,0.679166667,Ewallet,975,4.76,48.75,8
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.62,769.1,12-Jan-2019-Sat,Jan,Sat,2,0.765277778,Ewallet,732.48,4.76,36.62,6
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.9,144.96,12-Jan-2019-Sat,Jan,Sat,2,0.697916667,Ewallet,138.06,4.76,6.9,7.9
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.87,375.36,12-Jan-2019-Sat,Jan,Sat,2,0.4875,Cash,357.49,4.76,17.87,7
732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,20.83,437.33,13-Jan-2019-Sun,Jan,Sun,3,0.711111111,Credit card,416.5,4.76,20.83,5.4
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.71,78,13-Jan-2019-Sun,Jan,Sun,3,0.8125,Cash,74.29,4.76,3.71,5
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.04,147.8,13-Jan-2019-Sun,Jan,Sun,3,0.801388889,Ewallet,140.76,4.76,7.04,6.4
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.99,125.71,13-Jan-2019-Sun,Jan,Sun,3,0.621527778,Ewallet,119.72,4.76,5.99,6.7
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.24,152.02,13-Jan-2019-Sun,Jan,Sun,3,0.829861111,Credit card,144.78,4.76,7.24,8.1
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,13-Jan-2019-Sun,Jan,Sun,3,0.827083333,Cash,435.6,4.76,21.78,6.9
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.95,335.01,13-Jan-2019-Sun,Jan,Sun,3,0.41875,Cash,319.06,4.76,15.95,5
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.83,374.41,13-Jan-2019-Sun,Jan,Sun,3,0.745833333,Credit card,356.58,4.76,17.83,6.8
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.21,88.37,13-Jan-2019-Sun,Jan,Sun,3,0.581944444,Cash,84.16,4.76,4.21,7.6
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.15,255.18,13-Jan-2019-Sun,Jan,Sun,3,0.538194444,Credit card,243.03,4.76,12.15,9.3
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.49,451.36,14-Jan-2019-Mon,Jan,Mon,3,0.418055556,Cash,429.87,4.76,21.49,9.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.57,536.99,14-Jan-2019-Mon,Jan,Mon,3,0.795833333,Credit card,511.42,4.76,25.57,4.2
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.18,507.68,14-Jan-2019-Mon,Jan,Mon,3,0.536111111,Ewallet,483.5,4.76,24.18,7
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.92,523.37,14-Jan-2019-Mon,Jan,Mon,3,0.50625,Cash,498.45,4.76,24.92,9.9
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.35,133.43,14-Jan-2019-Mon,Jan,Mon,3,0.613194444,Ewallet,127.08,4.76,6.35,6.2
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.62,75.94,14-Jan-2019-Mon,Jan,Mon,3,0.752083333,Credit card,72.32,4.76,3.62,9.5
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,14-Jan-2019-Mon,Jan,Mon,3,0.8125,Ewallet,560.4,4.76,28.02,4.4
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.74,36.55,14-Jan-2019-Mon,Jan,Mon,3,0.424305556,Credit card,34.81,4.76,1.74,7
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.24,89.07,14-Jan-2019-Mon,Jan,Mon,3,0.638888889,Ewallet,84.83,4.76,4.24,8.8
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.07,190.48,14-Jan-2019-Mon,Jan,Mon,3,0.454861111,Credit card,181.41,4.76,9.07,5.6
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.89,18.64,14-Jan-2019-Mon,Jan,Mon,3,0.443055556,Cash,17.75,4.76,0.89,8.6
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.62,390.95,14-Jan-2019-Mon,Jan,Mon,3,0.654166667,Ewallet,372.33,4.76,18.62,5
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.18,423.74,14-Jan-2019-Mon,Jan,Mon,3,0.583333333,Credit card,403.56,4.76,20.18,7.5
299-46-1805,B,Mandalay,Member,Female,Sports and travel,93.72,6,28.12,590.44,15-Jan-2019-Tue,Jan,Tue,3,0.679861111,Cash,562.32,4.76,28.12,4.5
272-65-1806,A,Yangon,Normal,Female,Electronic accessories,60.88,9,27.4,575.32,15-Jan-2019-Tue,Jan,Tue,3,0.720138889,Ewallet,547.92,4.76,27.4,4.7
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.35,154.39,15-Jan-2019-Tue,Jan,Tue,3,0.570138889,Ewallet,147.04,4.76,7.35,4.6
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,15-Jan-2019-Tue,Jan,Tue,3,0.809027778,Cash,87.2,4.76,4.36,8.1
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.14,843.03,15-Jan-2019-Tue,Jan,Tue,3,0.654166667,Credit card,802.89,4.76,40.14,6.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.69,140.39,15-Jan-2019-Tue,Jan,Tue,3,0.446527778,Cash,133.7,4.76,6.69,9.7
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.38,175.92,15-Jan-2019-Tue,Jan,Tue,3,0.454166667,Credit card,167.54,4.76,8.38,7
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.24,697.94,15-Jan-2019-Tue,Jan,Tue,3,0.625694444,Credit card,664.7,4.76,33.24,5
